ID,Тип,Артикул,Имя,Опубликован,Рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия скидки","Дата окончания действия скидки","Статус налога","Налоговый класс","В наличии?",Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (кг)","Длина (см)","Ширина (см)","Высота (см)","Разрешить отзывы от клиентов?","Примечание к покупке","Акционная цена","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Дней срока загрузки",Родительский,"Сгруппированные товары",Апсэлы,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Fixed Tiered Prices","Tiered pricing type","Tiered pricing minimum product quantity","Percentage Tiered Prices","Название атрибута 1","Значения атрибутов 1","Видимость атрибута 1","Глобальный атрибут 1","Название атрибута 2","Значения атрибутов 2","Видимость атрибута 2","Глобальный атрибут 2","Название атрибута 3","Значения атрибутов 3","Видимость атрибута 3","Глобальный атрибут 3","Название атрибута 4","Значения атрибутов 4","Видимость атрибута 4","Глобальный атрибут 4","Название атрибута 5","Значения атрибутов 5","Видимость атрибута 5","Глобальный атрибут 5","Название атрибута 6","Значения атрибутов 6","Видимость атрибута 6","Глобальный атрибут 6","Название атрибута 7","Значения атрибутов 7","Видимость атрибута 7","Глобальный атрибут 7","Мета: _swatch_type","Мета: _tiered_price_minimum_qty","Мета: _tiered_pricing_template","Мета: _tiered_price_rules_type","Мета: _minimum_qty","Мета: _step_qty","Мета: _individual_price","Мета: product_production_time","Мета: _product_production_time","Мета: product_short_name","Мета: _product_short_name","Мета: _yoast_wpseo_primary_product_cat","Мета: _yoast_wpseo_focuskw","Мета: _yoast_wpseo_title","Мета: _yoast_wpseo_metadesc","Мета: _yoast_wpseo_linkdex","Мета: _yoast_wpseo_content_score","Мета: _yoast_wpseo_estimated-reading-time-minutes","Мета: _yoast_wpseo_wordproof_timestamp","Мета: views","Мета: Razmerykorobki_0_nazvanie_ssylki","Мета: _Razmerykorobki_0_nazvanie_ssylki","Мета: Razmerykorobki_0_ssylka","Мета: _Razmerykorobki_0_ssylka","Мета: Razmerykorobki_1_nazvanie_ssylki","Мета: _Razmerykorobki_1_nazvanie_ssylki","Мета: Razmerykorobki_1_ssylka","Мета: _Razmerykorobki_1_ssylka","Мета: Razmerykorobki","Мета: _Razmerykorobki","Мета: markakorobki_0_nazvanie_ssylki","Мета: _markakorobki_0_nazvanie_ssylki","Мета: markakorobki_0_ssylka","Мета: _markakorobki_0_ssylka","Мета: markakorobki_1_nazvanie_ssylki","Мета: _markakorobki_1_nazvanie_ssylki","Мета: markakorobki_1_ssylka","Мета: _markakorobki_1_ssylka","Мета: markakorobki","Мета: _markakorobki","Мета: colorkorobki_0_nazvanie_ssylki","Мета: _colorkorobki_0_nazvanie_ssylki","Мета: colorkorobki_0_ssylka","Мета: _colorkorobki_0_ssylka","Мета: colorkorobki","Мета: _colorkorobki"
2642,simple,,"Гофрокороб 600х600х400 мм Т23В бурый",1,0,visible,,"Гофрокороб размером 600х400х400 мм, изготовленный из бурого картона Т23В. Этот короб прочный и надежный, что делает его отличным выбором для защиты ваших грузов. Гофрокороб 600х400х400 мм обеспечивает просторное внутреннее пространство, которое позволит упаковать разнообразные товары. Оптимальный вариант для хранения и транспортировки крупных и объемных предметов. Мы гарантируем высокое качество нашей упаковки и экологическую безопасность материала. Каждый коробок изготовлен с заботой о природе, что делает его дружественным к окружающей среде. Короб из гофрокартона 600х400х400 мм обладает простотой в сборке и закрытии благодаря ушкам, которые позволяют надежно зафиксировать короб. Это экономичный и удобный выбор для упаковки ваших грузов. Закажите гофрокороб 600х400х400 мм у нас, и вы получите надежную, качественную упаковку для ваших товаров. Наша упаковка защитит ваши товары во время транспортировки, хранения и обеспечит их сохранность. Мы гарантируем доступные цены и быструю доставку.",,,taxable,,1,,,0,0,,600,600,400,1,,,135.46,"Большие картонные коробки, 4-х клапанные коробки,Гофроящики, Коробки для переезда, Коробки для хранения",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:123.46,200:118.96,500:102.46,1000:96.46",fixed,20,,"Длина, мм",600,1,1,"Ширина, мм",600,1,1,"Высота, мм",400,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",600x600x400,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 600х600х400 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 600х600х400 мм Т23В бурый","Гофрокороб 600х600х400 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 600х600х400 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,simple,,"Гофрокороб 630х320х340 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,630,320,340,1,,,60.63,"Большие картонные коробки, 4-х клапанные коробки,Гофроящики, Коробки для переезда, Коробки для хранения",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:56.23,200:54.58,500:48.53,1000:46.33",fixed,20,,"Длина, мм",630,1,1,"Ширина, мм",320,1,1,"Высота, мм",340,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",630x320x340,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 630х320х340 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 630х320х340 мм Т23В бурый","Гофрокороб 630х320х340 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 630х320х340 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,simple,,"Гофрокороб 700х500х500 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,700,500,500,1,,,135.46,"Большие картонные коробки, 4-х клапанные коробки,Гофроящики, Коробки для переезда, Коробки для хранения",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:123.46,200:118.96,500:102.46,1000:96.46",fixed,20,,"Длина, мм",700,1,1,"Ширина, мм",500,1,1,"Высота, мм",500,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",700x500x500,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 700х500х500 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 700х500х500 мм Т23В бурый","Гофрокороб 700х500х500 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 700х500х500 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,simple,,"Гофрокороб 800х400х200 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,800,400,200,1,,,66.83,"Большие картонные коробки, 4-х клапанные коробки,Гофроящики, Коробки для переезда, Коробки для хранения",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:62.23,200:60.51,500:54.18,1000:51.88",fixed,20,,"Длина, мм",800,1,1,"Ширина, мм",400,1,1,"Высота, мм",200,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",800x400x200,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 800х400х200 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 800х400х200 мм Т23В бурый","Гофрокороб 800х400х200 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 800х400х200 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,simple,,"Гофрокороб 800х600х600 мм-П32ВС бурый",1,0,visible,,"Гофрокороб размером 800х600х600 мм, изготовленный из картона П32ВС. Этот короб обладает высокой прочностью и устойчивостью, что делает его подходяшим для упаковки и защиты крупногабаритных товаров.

Гофрокороб 800х600х600 мм П32ВС обеспечивает надежную защиту вашей продукции во время транспортировки и хранения. Его прочные стенки и надежное соединение делают его незаменимым вариантом для упаковки различных товаров, в том числе мебели, электроники и промышленного оборудования.

Самосборная конструкция этого короба позволяет быстро и легко собрать его без использования клея или ленты. Вы сможете моментально упаковать ваш товар и быть уверенными в его безопасности и сохранности.

Короб из гофрокартона 800х600х600 мм П32ВС обладает просторным внутренним объемом, что делает его идеальным для упаковки крупногабаритных товаров. Вы сможете эффективно использовать его для упаковки и транспортировки вашей продукции.

Приобретая гофрокороб 800х600х600 мм П32ВС, вы получаете упаковку высокого качества, которая надежно защитит ваш товар в пути к потребителю. Мы используем только экологически чистые материалы, что делает нашу упаковку безопасной для окружающей среды.

Закажите гофрокороб 800х600х600 мм П32ВС от производителя Гофродом и обеспечьте надежную упаковку для вашей продукции. Наша упаковка поможет защитить ваш товар и сохранить его в отличном состоянии во время перевозки и хранения.",,,taxable,,1,,,0,0,,800,600,600,1,,,257.02,"Большие картонные коробки, 4-х клапанные коробки,Гофроящики, Коробки для переезда, Коробки для хранения",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:241.02,200:235.02,500:213.02,1000:205.02",fixed,20,,"Длина, мм",800,1,1,"Ширина, мм",600,1,1,"Высота, мм",600,1,1,"Марка картона",П32ВС,1,1,"Тип картона",пятислойный,1,1,Цвет,бурый,1,1,"Размеры коробки",800x600x600,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 800х600х600 мм-П32ВС бурый",field_63c3e58dae8bc,331,"Гофрокороб 800х600х600 мм-П32ВС бурый","Гофрокороб 800х600х600 мм-П32ВС бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 800х600х600 мм-П32ВС бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,simple,,"Гофрокороб 800х600х800 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,800,600,800,1,,,200.77,"Большие картонные коробки, 4-х клапанные коробки,Гофроящики, Коробки для переезда, Коробки для хранения",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:184.77,200:178.77,500:156.77,1000:148.77",fixed,20,,"Длина, мм",800,1,1,"Ширина, мм",600,1,1,"Высота, мм",800,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",800x600x800,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб 800х600х800 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб 800х600х800 мм Т23В бурый","Гофрокороб 800х600х800 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб 800х600х800 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,simple,,"Гофрокороб с ручками 500х300х300 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,500,300,300,1,,,51.76,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Коробки с ручками, Большие картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:47.56,200:45.99,500:40.21,1000:38.11",fixed,20,,"Длина, мм",500,1,1,"Ширина, мм",300,1,1,"Высота, мм",300,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",500x300x300,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб с ручками 500х300х300 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб с ручками 500х300х300 мм Т23В бурый","Гофрокороб с ручками 500х300х300 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб с ручками 500х300х300 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,simple,,"Гофрокороб с ручками 600х400х400 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,600,400,400,1,,,71.36,"4-х клапанные коробки,Коробки упаковочные, Коробки для хранения, Коробки с ручками, Большие картонные коробки, Гофрокороба, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Для интернет магазинов",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:66.76,200:65.03,500:58.71,1000:56.41",fixed,20,,"Длина, мм",600,1,1,"Ширина, мм",400,1,1,"Высота, мм",400,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",600x400x400,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Гофрокороб с ручками 600х400х400 мм Т23В бурый",field_63c3e58dae8bc,331,"Гофрокороб с ручками 600х400х400 мм Т23В бурый","Гофрокороб с ручками 600х400х400 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Гофрокороб с ручками 600х400х400 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,simple,,"Короб с ушками 100х100х60 мм Т23Е бурый",1,0,visible,,"Коробка с ушками размером 100х100х60 мм Т23Е в буром цвете. Самосборные коробки от производителя Гофродом надежны, удобны и прочны.

Наша упаковка изготовлена из экологичного материала. Мы придаем важность экологии и предлагаем вам упаковку, которая не вредит окружающей среде.

Коробка с ушками легка в сборке, не требует клея или дополнительных инструментов. Вы сможете быстро собрать коробку, гарантирующую безопасность изделий.

Компактный короб с ушами и прочной конструкцией, защитит ваш товар. Вы сможете уверенно отправлять посылки или хранить изделия с полной уверенностью в их безопасности.

Короб с ушами размером 100х100х60 мм  для упаковки маленьких предметов, аксессуаров, ювелирных изделий и других. Ее компактные размеры позволяют экономить место, удобно хранить или перевозить товары.Выберите коробку с ушами от Гофродом, чтобы обеспечить вашим изделиям безопасную упаковку и надежную защиту. 

Доверьтесь опыту производителя Гофродом и выберите коробку с ушками 100х100х60 мм для упаковки вашего товара. Мы предлагаем надежное решение, которое обеспечит безопасность и защиту вашего товара во время транспортировки и хранения.",,,taxable,,1,,,0,0,,100,100,60,1,,,17.33,"Короб с ушками, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Самосборные коробки, Коробки для интернет магазинов, Коробки с крышкой, Коробки для подарков",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:15.33,200:14.58,500:11.83,1000:10.83",fixed,20,,"Длина, мм",100,1,1,"Ширина, мм",100,1,1,"Высота, мм",60,1,1,"Марка картона",Т23Е,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",100x100x60,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Короб с ушками 100х100х60 мм Т23Е бурый",field_63c3e58dae8bc,331,"Короб с ушками 100х100х60 мм Т23Е бурый","Короб с ушками 100х100х60 мм Т23Е бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Короб с ушками 100х100х60 мм Т23Е бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,simple,,"Короб с ушками 100х80х80 мм Т23В бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,100,80,80,1,,,18.6,"Короб с ушками, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Самосборные коробки, Коробки для интернет магазинов, Коробки с крышкой, Коробки для подарков",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:16.6,200:15.85,500:13.1,1000:12.1",fixed,20,,"Длина, мм",100,1,1,"Ширина, мм",80,1,1,"Высота, мм",80,1,1,"Марка картона",Т23В,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",100x80x80,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Короб с ушками 100х80х80 мм Т23В бурый",field_63c3e58dae8bc,331,"Короб с ушками 100х80х80 мм Т23В бурый","Короб с ушками 100х80х80 мм Т23В бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Короб с ушками 100х80х80 мм Т23В бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,simple,,"Короб с ушками 140х80х40 мм Т23Е бурый",1,0,visible,,"Короб с ушками размером 140х80х40 мм Т23Е в буром цвете. Эта самосборная упаковка изготовлена из высококачественного картона Т23Е, который обеспечивает прочность и надежность при перевозке и хранении ваших товаров.

Коробка с ушами - оптимальное решение для упаковки различных мелких предметов. Он подходит для хранения и перевозки товаров, продуктов питания, канцелярии, электроники и тд.

Преимущества этой упаковки:

Простота сборки: короб с ушами собирается легко и быстро, что экономит ваше время и усилия.
Компактность: благодаря размерам он позволяет оптимизировать использование пространства при хранении и транспортировке товаров.
Экологическая безопасность: изготовленный из экологически чистого материала, этот короб не наносит вреда окружающей среде.
Надежность: для дополнительной защиты бьющихся и хрупких предметов вы можете использовать вкладыши из воздушно-пузырьковой пленки или вспененного полиэтилена.

Закажите короб с ушками 140х80х40 мм Т23Е в буром цвете прямо сейчас, и мы обеспечим быструю доставку к вам. Будем рады помочь вам в выборе оптимальной упаковки для вашего бизнеса!",,,taxable,,1,,,0,0,,140,80,40,1,,,15.8,"Короб с ушками, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Самосборные коробки, Коробки для интернет магазинов, Коробки с крышкой, Коробки для подарков",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:13.8,200:13.05,500:10.3,1000:9.3",fixed,20,,"Длина, мм",140,1,1,"Ширина, мм",80,1,1,"Высота, мм",40,1,1,"Марка картона",Т23Е,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",140x80x40,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Короб с ушками 140х80х40 мм Т23Е бурый",field_63c3e58dae8bc,331,"Короб с ушками 140х80х40 мм Т23Е бурый","Короб с ушками 140х80х40 мм Т23Е бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Короб с ушками 140х80х40 мм Т23Е бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,simple,,"Короб с ушками 150х150х50 мм Т23Е бурый",1,0,visible,,"Короб с ушками размером 150х150х50 мм Т23Е бурого цвета. Эта самосборный короб подходит для хранения и транспортировки мелких предметов.

Картон Т23Е обеспечивает легкость коробки, а конструкция FEFCO 0427 делает сборку быстрой и простой. Вы сможете легко собрать этот короб и упаковать в него свои товары.

Коробка с ушами 150х150х50 мм - оптимальное решение для упаковки различных предметов, от аксессуаров до мелочей и электроники. Он защитит ваши товары и поможет сохранить их в отличном состоянии.

При изготовлении этого короба мы придали особое внимание экологической безопасности, поэтому он изготовлен из экологичного картона.

Короб с ушками бурого цвета придаст вашим товарам привлекательный вид.

Закажите коробку с ушками 150х150х50 мм Т23Е бурого цвета от производителя Гофродом и обеспечьте надежную и стильную упаковку для своих изделий.",,,taxable,,1,,,0,0,,150,150,50,1,,,18.35,"Короб с ушками, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Самосборные коробки, Коробки для интернет магазинов, Коробки с крышкой, Коробки для подарков",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:16.35,200:15.6,500:12.85,1000:11.85",fixed,20,,"Длина, мм",150,1,1,"Ширина, мм",150,1,1,"Высота, мм",50,1,1,"Марка картона",Т23Е,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",150x150x50,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Короб с ушками 150х150х50 мм Т23Е бурый",field_63c3e58dae8bc,331,"Короб с ушками 150х150х50 мм Т23Е бурый","Короб с ушками 150х150х50 мм Т23Е бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Короб с ушками 150х150х50 мм Т23Е бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,simple,,"Короб с ушками 160х110х60 мм Т23Е бурый",1,0,visible,,"Короб с ушками размером 160х110х60 мм  из картона Т23Е в буром цвете. Эта самосборная конструкция производителя Гофродом предлагает ряд преимуществ, которые мы хотим подчеркнуть.

Наша коробка изготовлена из экологичного материала, который не вредит окружающей среде. Мы придаем важность сохранению природы и предлагаем вам экологичную упаковку.

Коробок с ушами легко и быстро собирается без необходимости использования клея или дополнительных инструментов. Вы сможете быстро и безопасно упаковать свои вещи.

Мы гарантируем высокое качество нашей продукции, которая имеет соответствующий сертификат. Наша упаковка прочна и надежна, обеспечивает безопасную транспортировку, хранение ваших товаров.

Коробка с ушками размером 160х110х60 мм для фасовки различных мелких предметов, аксессуаров, подарков и других предметов. Ее размеры сэкономят ваше пространство, подойдут для хранения или перевозки груза.

Выберите наш короб с ушками от Гофродом, чтобы обеспечить вашим товарам безопасность, надежную упаковку и удобство использования. Мы гарантируем высокое качество и привлекательный вид упаковки.

Выбирайте коробку с ушами от Гофродом для упаковки вашего товара. Мы предлагаем надежное решение, которое обеспечит безопасность и защиту вашего груза во время транспортировки и хранения.",,,taxable,,1,,,0,0,,160,110,60,1,,,18.35,"Короб с ушками, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Самосборные коробки, Коробки для интернет магазинов, Коробки с крышкой, Коробки для подарков",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:16.35,200:15.6,500:12.85,1000:11.85",fixed,20,,"Длина, мм",160,1,1,"Ширина, мм",110,1,1,"Высота, мм",60,1,1,"Марка картона",Т23Е,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",160x110x60,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Короб с ушками 160х110х60 мм Т23Е бурый",field_63c3e58dae8bc,331,"Короб с ушками 160х110х60 мм Т23Е бурый","Короб с ушками 160х110х60 мм Т23Е бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Короб с ушками 160х110х60 мм Т23Е бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,simple,,"Короб с ушками 160х160х30 мм Т23Е бурый",1,0,visible,,"",,,taxable,,1,,,0,0,,160,160,30,1,,,16.82,"Короб с ушками, Коробки для OZON, Коробки для Wildberries, Коробки для маркетплейсов, Самосборные коробки, Коробки для интернет магазинов, Коробки с крышкой, Коробки для подарков",,,https://dev.gofropack.com/wp-content/uploads/2023/09/korobka34.jpg,,,,,,,,,0,"100:14.82,200:14.07,500:11.32,1000:10.32",fixed,20,,"Длина, мм",160,1,1,"Ширина, мм",160,1,1,"Высота, мм",30,1,1,"Марка картона",Т23Е,1,1,"Тип картона",трехслойный,1,1,Цвет,бурый,1,1,"Размеры коробки",160x160x30,0,1,default,20,table,fixed,20,5,2000,"3-7 дней",field_64b622bf3a496,"Короб с ушками 160х160х30 мм Т23Е бурый",field_63c3e58dae8bc,331,"Короб с ушками 160х160х30 мм Т23Е бурый","Короб с ушками 160х160х30 мм Т23Е бурый: Заказать по низкой цене от производителя Гофродом с доставкой по Москве и России","Картонная коробка Короб с ушками 160х160х30 мм Т23Е бурый от производителя Гофродом. Идеальное решение для упаковки вашего товара. ✔Оптовые цены ✔Высокое качество материалов ✔Быстрая доставка по Москве и России. Заказывайте у нас: +7 (499) 288-55-69.",43,90,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
